,TradeDate,Currency,OptionType,Ticker,TradedStockPrice,NumOptions,Strike,ExpiryDate
2260,09/04/2015,USD,PUT,CHK,15.23,590,15,08/07/2015
2261,09/04/2015,USD,PUT,FB,82.169998,890,84,06/10/2015
2262,09/04/2015,USD,CALL,CHK,15.23,170,14,08/07/2015
2263,09/04/2015,USD,CALL,AMZN,383.540009,880,390,03/04/2016
2264,10/04/2015,USD,CALL,BLCM,24.879999,480,25,07/10/2015
2265,10/04/2015,USD,CALL,BA,154.380005,210,150,07/10/2015
2266,10/04/2015,USD,PUT,BA,154.380005,260,160,04/04/2016
2267,10/04/2015,USD,CALL,CHK,14.93,490,14,04/04/2016
2268,13/04/2015,USD,CALL,AAPL,126.849998,660,121,12/07/2015
2269,13/04/2015,USD,PUT,BLCM,26.209999,750,25,10/10/2015
2270,13/04/2015,USD,CALL,FB,83.010002,340,83,12/07/2015
2271,13/04/2015,USD,CALL,AAPL,126.849998,150,131,12/07/2015
2272,14/04/2015,USD,CALL,BLCM,25.85,40,26,13/07/2015
2273,14/04/2015,USD,PUT,BA,153.210007,420,149,13/07/2015
2274,14/04/2015,USD,CALL,AAPL,126.300003,20,121,08/04/2016
2275,14/04/2015,USD,CALL,CHK,15.25,150,15,08/04/2016
2276,14/04/2015,USD,PUT,XRX,34.492752,670,33,08/04/2016
2277,14/04/2015,USD,CALL,BLCM,25.85,770,25,13/07/2015
2278,14/04/2015,USD,PUT,AAPL,126.300003,280,122,11/10/2015
2279,15/04/2015,USD,PUT,AMZN,383.450012,600,365,09/04/2016
2280,15/04/2015,USD,CALL,BA,152.429993,660,146,09/04/2016
2281,15/04/2015,USD,CALL,AAPL,126.779999,80,123,14/07/2015
2282,15/04/2015,USD,CALL,AAPL,126.779999,280,126,14/07/2015
2283,15/04/2015,USD,CALL,AMZN,383.450012,120,375,09/04/2016
2284,15/04/2015,USD,PUT,MSFT,42.259998,180,43,12/10/2015
2285,15/04/2015,USD,CALL,CHK,16.02,530,15,14/07/2015
2286,15/04/2015,USD,CALL,AAPL,126.779999,370,123,09/04/2016
2287,15/04/2015,USD,PUT,AMZN,383.450012,10,392,09/04/2016
2288,16/04/2015,USD,PUT,BA,151.970001,880,159,15/07/2015
2289,16/04/2015,USD,PUT,AMZN,386.040009,780,402,15/07/2015
2290,16/04/2015,USD,CALL,BA,151.970001,790,154,15/07/2015
2291,16/04/2015,USD,CALL,XRX,34.044796,670,34,13/10/2015
2292,16/04/2015,USD,CALL,MSFT,42.16,300,42,13/10/2015
2293,16/04/2015,USD,CALL,MSFT,42.16,410,40,15/07/2015
2294,16/04/2015,USD,CALL,AMZN,386.040009,760,400,13/10/2015
2295,17/04/2015,USD,CALL,AAPL,124.75,420,126,14/10/2015
2296,17/04/2015,USD,PUT,CHK,15.45,780,15,11/04/2016
2297,17/04/2015,USD,CALL,CHK,15.45,80,16,14/10/2015
2298,17/04/2015,USD,CALL,XRX,33.965744,210,33,14/10/2015
2299,17/04/2015,USD,PUT,MSFT,41.619999,370,41,14/10/2015
2300,17/04/2015,USD,PUT,AMZN,375.559998,110,371,11/04/2016
2301,17/04/2015,USD,PUT,AMZN,375.559998,100,377,14/10/2015
2302,20/04/2015,USD,CALL,XRX,34.281948,860,33,14/04/2016
2303,20/04/2015,USD,CALL,BLCM,26.549999,160,25,19/07/2015
2304,20/04/2015,USD,CALL,AAPL,127.599998,980,132,19/07/2015
2305,20/04/2015,USD,PUT,BA,152.669998,40,157,19/07/2015
2306,20/04/2015,USD,CALL,BA,152.669998,430,159,17/10/2015
2307,20/04/2015,USD,PUT,CHK,15.3,870,15,17/10/2015
2308,20/04/2015,USD,PUT,XRX,34.281948,20,34,14/04/2016
2309,21/04/2015,USD,CALL,AAPL,126.910004,110,130,15/04/2016
2310,22/04/2015,USD,CALL,CHK,14.41,270,14,16/04/2016
2311,22/04/2015,USD,CALL,CHK,14.41,240,15,21/07/2015
2312,22/04/2015,USD,CALL,BLCM,28.549999,800,27,19/10/2015
2313,23/04/2015,USD,CALL,BA,149.869995,780,151,20/10/2015
2314,23/04/2015,USD,CALL,MSFT,43.34,350,41,22/07/2015
2315,23/04/2015,USD,PUT,BA,149.869995,590,156,22/07/2015
2316,23/04/2015,USD,PUT,BLCM,28.34,530,29,22/07/2015
2317,23/04/2015,USD,CALL,FB,82.410004,100,85,17/04/2016
2318,24/04/2015,USD,PUT,MSFT,47.869999,820,46,23/07/2015
2319,24/04/2015,USD,PUT,AAPL,130.279999,970,124,21/10/2015
2320,27/04/2015,USD,PUT,XRX,30.619236,10,30,26/07/2015
2321,27/04/2015,USD,CALL,AMZN,438.559998,200,451,24/10/2015
2322,27/04/2015,USD,CALL,AMZN,438.559998,620,432,26/07/2015
2323,27/04/2015,USD,CALL,MSFT,48.029999,720,47,26/07/2015
2324,28/04/2015,USD,PUT,MSFT,49.16,470,49,25/10/2015
2325,28/04/2015,USD,CALL,FB,80.68,680,79,25/10/2015
2326,28/04/2015,USD,PUT,MSFT,49.16,90,51,22/04/2016
2327,28/04/2015,USD,CALL,XRX,30.90909,440,30,27/07/2015
2328,29/04/2015,USD,PUT,AAPL,128.639999,150,125,28/07/2015
2329,29/04/2015,USD,CALL,BLCM,24.940001,380,25,28/07/2015
2330,29/04/2015,USD,PUT,AMZN,429.369995,520,432,23/04/2016
2331,29/04/2015,USD,PUT,BLCM,24.940001,340,24,28/07/2015
2332,29/04/2015,USD,CALL,MSFT,49.060001,730,49,26/10/2015
2333,29/04/2015,USD,CALL,BA,146.149994,0,151,28/07/2015
2334,29/04/2015,USD,CALL,AAPL,128.639999,360,133,23/04/2016
2335,29/04/2015,USD,CALL,FB,80.470001,300,84,26/10/2015
2336,29/04/2015,USD,PUT,CHK,15.1,840,15,28/07/2015
2337,30/04/2015,USD,CALL,BLCM,23.98,200,23,24/04/2016
2338,30/04/2015,USD,CALL,CHK,15.77,720,15,29/07/2015
2339,30/04/2015,USD,PUT,XRX,30.30303,150,30,27/10/2015
2340,30/04/2015,USD,PUT,MSFT,48.639999,520,50,29/07/2015
2341,01/05/2015,USD,PUT,BA,144.669998,480,144,30/07/2015
2342,01/05/2015,USD,PUT,CHK,16.540001,90,16,30/07/2015
2343,01/05/2015,USD,PUT,BLCM,23.08,470,22,25/04/2016
2344,01/05/2015,USD,CALL,XRX,30.355732,510,31,30/07/2015
2345,01/05/2015,USD,PUT,AMZN,422.869995,580,402,28/10/2015
2346,01/05/2015,USD,PUT,FB,78.989998,210,81,30/07/2015
2347,04/05/2015,USD,CALL,FB,78.809998,690,77,31/10/2015
2348,04/05/2015,USD,CALL,BA,144.020004,640,140,31/10/2015
2349,04/05/2015,USD,PUT,XRX,31.014492,560,30,28/04/2016
2350,04/05/2015,USD,CALL,CHK,16.389999,90,16,31/10/2015
2351,05/05/2015,USD,PUT,BA,142.910004,840,146,29/04/2016
2352,05/05/2015,USD,PUT,BA,142.910004,500,147,01/11/2015
2353,07/05/2015,USD,PUT,MSFT,46.700001,970,44,05/08/2015
2354,07/05/2015,USD,PUT,AAPL,125.260002,570,127,05/08/2015
2355,07/05/2015,USD,CALL,BLCM,23.469999,580,23,05/08/2015
2356,07/05/2015,USD,PUT,FB,78.43,660,80,01/05/2016
2357,08/05/2015,USD,CALL,XRX,29.960474,400,30,06/08/2015
2358,08/05/2015,USD,CALL,BA,145.460007,940,148,02/05/2016
2359,08/05/2015,USD,PUT,AAPL,127.620003,590,132,04/11/2015
2360,08/05/2015,USD,PUT,AAPL,127.620003,540,122,06/08/2015
2361,08/05/2015,USD,CALL,FB,78.510002,930,76,06/08/2015
2362,08/05/2015,USD,CALL,AAPL,127.620003,100,132,04/11/2015
2363,08/05/2015,USD,CALL,CHK,15.28,620,15,04/11/2015
2364,08/05/2015,USD,PUT,BA,145.460007,940,146,06/08/2015
2365,11/05/2015,USD,CALL,BLCM,24.959999,370,25,07/11/2015
2366,11/05/2015,USD,CALL,CHK,15.18,470,15,07/11/2015
2367,12/05/2015,USD,CALL,BLCM,24.459999,310,25,06/05/2016
2368,12/05/2015,USD,CALL,AMZN,431.019989,620,442,10/08/2015
2369,12/05/2015,USD,PUT,AAPL,125.870003,950,128,10/08/2015
2370,12/05/2015,USD,CALL,XRX,29.407114,340,29,10/08/2015
2371,12/05/2015,USD,PUT,BA,145.429993,580,151,08/11/2015
2372,12/05/2015,USD,PUT,BLCM,24.459999,630,23,06/05/2016
2373,12/05/2015,USD,PUT,CHK,15.45,150,15,06/05/2016
2374,14/05/2015,USD,PUT,BA,147.960007,980,140,08/05/2016
2375,14/05/2015,USD,PUT,AMZN,432.279999,160,414,08/05/2016
2376,14/05/2015,USD,CALL,CHK,15.09,350,14,08/05/2016
2377,14/05/2015,USD,CALL,CHK,15.09,560,14,10/11/2015
2378,14/05/2015,USD,CALL,CHK,15.09,970,15,12/08/2015
2379,15/05/2015,USD,PUT,AMZN,426.0,930,417,11/11/2015
2380,15/05/2015,USD,CALL,AAPL,128.770004,10,131,09/05/2016
2381,18/05/2015,USD,CALL,BA,146.710007,810,143,16/08/2015
2382,18/05/2015,USD,PUT,BLCM,22.18,840,22,12/05/2016
2383,18/05/2015,USD,CALL,BLCM,22.18,590,22,14/11/2015
2384,18/05/2015,USD,CALL,BLCM,22.18,940,21,14/11/2015
2385,18/05/2015,USD,CALL,AMZN,425.23999,390,431,12/05/2016
2386,19/05/2015,USD,PUT,BLCM,23.379999,700,24,17/08/2015
2387,19/05/2015,USD,PUT,FB,80.629997,740,77,15/11/2015
2388,19/05/2015,USD,CALL,BLCM,23.379999,950,22,17/08/2015
2389,19/05/2015,USD,CALL,BA,147.050003,850,145,17/08/2015
2390,19/05/2015,USD,CALL,AMZN,421.709991,250,406,15/11/2015
2391,19/05/2015,USD,CALL,BLCM,23.379999,780,24,13/05/2016
2392,19/05/2015,USD,CALL,CHK,14.57,220,15,13/05/2016
2393,19/05/2015,USD,CALL,FB,80.629997,170,82,17/08/2015
2394,19/05/2015,USD,PUT,XRX,29.828722,20,31,13/05/2016
2395,20/05/2015,USD,PUT,BA,146.419998,370,148,16/11/2015
2396,20/05/2015,USD,PUT,AMZN,423.859985,370,443,16/11/2015
2397,20/05/2015,USD,PUT,BLCM,23.440001,510,22,18/08/2015
2398,20/05/2015,USD,PUT,MSFT,47.580002,240,47,16/11/2015
2399,21/05/2015,USD,PUT,FB,80.480003,680,83,17/11/2015
2400,21/05/2015,USD,PUT,FB,80.480003,960,76,15/05/2016
2401,21/05/2015,USD,CALL,XRX,30.32938,20,30,15/05/2016
2402,21/05/2015,USD,CALL,AMZN,431.630005,440,426,15/05/2016
2403,21/05/2015,USD,CALL,AMZN,431.630005,220,424,15/05/2016
2404,22/05/2015,USD,PUT,BA,144.809998,880,151,20/08/2015
2405,22/05/2015,USD,CALL,AMZN,427.630005,240,428,16/05/2016
2406,22/05/2015,USD,CALL,BA,144.809998,360,143,16/05/2016
2407,22/05/2015,USD,CALL,MSFT,46.900002,920,48,20/08/2015
2408,22/05/2015,USD,CALL,BLCM,24.41,800,24,18/11/2015
2409,22/05/2015,USD,PUT,AMZN,427.630005,990,429,18/11/2015
2410,22/05/2015,USD,PUT,BA,144.809998,230,147,20/08/2015
2411,22/05/2015,USD,PUT,BA,144.809998,880,146,16/05/2016
2412,26/05/2015,USD,CALL,AMZN,425.470001,650,433,22/11/2015
2413,26/05/2015,USD,PUT,XRX,29.538866,470,29,20/05/2016
2414,26/05/2015,USD,CALL,FB,79.330002,760,76,24/08/2015
2415,26/05/2015,USD,CALL,MSFT,46.59,530,45,22/11/2015
2416,26/05/2015,USD,PUT,XRX,29.538866,240,28,24/08/2015
2417,26/05/2015,USD,CALL,MSFT,46.59,990,46,22/11/2015
2418,26/05/2015,USD,PUT,BA,142.800003,580,139,20/05/2016
2419,26/05/2015,USD,PUT,BA,142.800003,280,148,22/11/2015
2420,26/05/2015,USD,PUT,BA,142.800003,30,136,24/08/2015
2421,27/05/2015,USD,CALL,XRX,30.118578,150,30,21/05/2016
2422,27/05/2015,USD,CALL,CHK,14.76,370,15,21/05/2016
2423,27/05/2015,USD,CALL,BLCM,24.610001,700,24,21/05/2016
2424,27/05/2015,USD,PUT,AMZN,431.420013,40,415,25/08/2015
2425,27/05/2015,USD,PUT,BA,143.0,200,145,25/08/2015
2426,27/05/2015,USD,PUT,FB,80.550003,820,77,23/11/2015
2427,27/05/2015,USD,CALL,XRX,30.118578,140,30,21/05/2016
2428,27/05/2015,USD,CALL,BA,143.0,620,139,23/11/2015
2429,27/05/2015,USD,CALL,XRX,30.118578,260,30,21/05/2016
2430,28/05/2015,USD,PUT,BA,142.330002,30,139,26/08/2015
2431,28/05/2015,USD,PUT,BA,142.330002,550,138,22/05/2016
2432,01/06/2015,USD,CALL,BLCM,24.41,120,24,30/08/2015
2433,01/06/2015,USD,PUT,BA,141.25,830,140,26/05/2016
2434,01/06/2015,USD,PUT,CHK,13.86,710,13,30/08/2015
2435,01/06/2015,USD,CALL,AAPL,130.539993,280,126,30/08/2015
2436,02/06/2015,USD,PUT,CHK,14.05,950,13,27/05/2016
2437,02/06/2015,USD,CALL,XRX,30.25033,400,29,31/08/2015
2438,02/06/2015,USD,PUT,AMZN,430.98999,470,447,29/11/2015
2439,02/06/2015,USD,PUT,XRX,30.25033,190,31,29/11/2015
2440,02/06/2015,USD,CALL,AAPL,129.960007,770,124,31/08/2015
2441,02/06/2015,USD,PUT,BA,143.25,250,145,27/05/2016
2442,02/06/2015,USD,CALL,BLCM,24.889999,280,25,31/08/2015
2443,02/06/2015,USD,CALL,BLCM,24.889999,190,24,31/08/2015
2444,02/06/2015,USD,PUT,XRX,30.25033,940,30,27/05/2016
2445,03/06/2015,USD,PUT,MSFT,46.849998,310,44,28/05/2016
2446,04/06/2015,USD,PUT,AMZN,430.779999,520,445,01/12/2015
2447,04/06/2015,USD,PUT,BA,141.190002,150,142,29/05/2016
2448,04/06/2015,USD,PUT,CHK,13.04,620,12,01/12/2015
2449,04/06/2015,USD,PUT,AMZN,430.779999,300,411,29/05/2016
2450,04/06/2015,USD,PUT,AAPL,129.360001,490,125,02/09/2015
2451,04/06/2015,USD,CALL,BA,141.190002,730,143,01/12/2015
2452,05/06/2015,USD,PUT,CHK,13.15,210,12,02/12/2015
2453,05/06/2015,USD,PUT,AAPL,128.649994,540,130,02/12/2015
2454,05/06/2015,USD,PUT,MSFT,46.139999,350,45,03/09/2015
2455,08/06/2015,USD,PUT,BLCM,28.16,760,27,05/12/2015
2456,08/06/2015,USD,CALL,FB,80.669998,600,79,02/06/2016
2457,08/06/2015,USD,CALL,FB,80.669998,890,83,06/09/2015
2458,08/06/2015,USD,PUT,BLCM,28.16,940,28,02/06/2016
2459,08/06/2015,USD,CALL,MSFT,45.73,850,46,02/06/2016
2460,08/06/2015,USD,CALL,FB,80.669998,370,83,02/06/2016
2461,08/06/2015,USD,PUT,AMZN,423.5,830,440,06/09/2015
2462,08/06/2015,USD,PUT,AMZN,423.5,830,412,02/06/2016
2463,09/06/2015,USD,CALL,AAPL,127.419998,830,122,06/12/2015
2464,09/06/2015,USD,CALL,FB,80.669998,670,77,03/06/2016
2465,09/06/2015,USD,PUT,MSFT,45.650002,530,47,06/12/2015
2466,10/06/2015,USD,PUT,CHK,13.06,890,13,04/06/2016
2467,10/06/2015,USD,CALL,MSFT,46.610001,490,45,08/09/2015
2468,10/06/2015,USD,PUT,BA,141.619995,0,147,08/09/2015
2469,11/06/2015,USD,CALL,BA,142.960007,220,143,05/06/2016
2470,11/06/2015,USD,PUT,MSFT,46.439999,700,46,08/12/2015
2471,11/06/2015,USD,PUT,XRX,29.960474,590,30,09/09/2015
2472,12/06/2015,USD,CALL,AMZN,429.920013,140,409,10/09/2015
2473,12/06/2015,USD,CALL,FB,81.529999,580,83,10/09/2015
2474,12/06/2015,USD,CALL,XRX,29.433466,170,29,09/12/2015
2475,12/06/2015,USD,CALL,BA,142.800003,710,148,09/12/2015
2476,12/06/2015,USD,PUT,XRX,29.433466,70,28,06/06/2016
2477,12/06/2015,USD,CALL,AMZN,429.920013,30,444,06/06/2016
2478,12/06/2015,USD,PUT,MSFT,45.970001,250,47,06/06/2016
2479,15/06/2015,USD,PUT,BLCM,24.99,780,25,09/06/2016
2480,15/06/2015,USD,PUT,BA,142.289993,930,142,13/09/2015
2481,15/06/2015,USD,CALL,XRX,29.11726,490,28,13/09/2015
2482,15/06/2015,USD,PUT,CHK,12.21,450,11,13/09/2015
2483,15/06/2015,USD,CALL,FB,80.709999,340,81,12/12/2015
2484,16/06/2015,USD,PUT,FB,81.059998,320,82,14/09/2015
2485,16/06/2015,USD,CALL,MSFT,45.830002,760,44,14/09/2015
2486,16/06/2015,USD,PUT,FB,81.059998,880,79,14/09/2015
2487,16/06/2015,USD,PUT,BLCM,22.59,570,21,10/06/2016
2488,17/06/2015,USD,CALL,MSFT,45.970001,380,43,11/06/2016
2489,17/06/2015,USD,PUT,AMZN,427.809998,810,438,14/12/2015
2490,17/06/2015,USD,PUT,BA,143.429993,290,147,14/12/2015
2491,17/06/2015,USD,CALL,AAPL,127.300003,730,125,11/06/2016
2492,17/06/2015,USD,CALL,FB,81.790001,280,78,11/06/2016
2493,17/06/2015,USD,CALL,BLCM,22.629999,700,21,15/09/2015
2494,17/06/2015,USD,CALL,FB,81.790001,240,81,14/12/2015
2495,17/06/2015,USD,CALL,FB,81.790001,90,85,15/09/2015
2496,18/06/2015,USD,CALL,AMZN,439.390015,470,435,15/12/2015
2497,18/06/2015,USD,PUT,AMZN,439.390015,540,438,15/12/2015
2498,18/06/2015,USD,CALL,CHK,11.88,140,11,16/09/2015
2499,19/06/2015,USD,PUT,BA,145.130005,10,146,13/06/2016
2500,19/06/2015,USD,CALL,AAPL,126.599998,380,127,17/09/2015
2501,19/06/2015,USD,PUT,BLCM,22.91,210,22,17/09/2015
2502,19/06/2015,USD,CALL,BLCM,22.91,270,23,16/12/2015
2503,19/06/2015,USD,CALL,MSFT,46.099998,550,47,17/09/2015
2504,19/06/2015,USD,PUT,FB,82.510002,390,85,16/12/2015
2505,19/06/2015,USD,CALL,CHK,11.79,370,11,17/09/2015
2506,19/06/2015,USD,CALL,XRX,29.222662,910,30,17/09/2015
2507,19/06/2015,USD,CALL,FB,82.510002,150,84,16/12/2015
2508,23/06/2015,USD,PUT,AMZN,445.98999,970,442,20/12/2015
2509,23/06/2015,USD,CALL,CHK,11.78,880,11,20/12/2015
2510,23/06/2015,USD,CALL,FB,87.879997,110,83,17/06/2016
2511,23/06/2015,USD,CALL,AMZN,445.98999,280,427,21/09/2015
2512,23/06/2015,USD,CALL,MSFT,45.91,150,44,21/09/2015
2513,23/06/2015,USD,CALL,MSFT,45.91,910,45,20/12/2015
2514,23/06/2015,USD,PUT,BA,144.429993,560,146,21/09/2015
2515,23/06/2015,USD,CALL,BA,144.429993,420,149,21/09/2015
2516,24/06/2015,USD,PUT,FB,88.860001,620,87,21/12/2015
2517,24/06/2015,USD,CALL,AMZN,440.839996,850,447,22/09/2015
2518,24/06/2015,USD,PUT,BLCM,22.41,910,21,21/12/2015
2519,25/06/2015,USD,PUT,CHK,11.11,260,11,19/06/2016
2520,25/06/2015,USD,PUT,AMZN,440.100006,400,431,22/12/2015
2521,25/06/2015,USD,PUT,AAPL,127.5,600,123,23/09/2015
2522,25/06/2015,USD,PUT,CHK,11.11,470,10,19/06/2016
2523,25/06/2015,USD,PUT,XRX,29.011858,630,28,19/06/2016
2524,25/06/2015,USD,CALL,MSFT,45.650002,700,45,19/06/2016
2525,25/06/2015,USD,PUT,BA,142.449997,770,148,22/12/2015
2526,25/06/2015,USD,PUT,CHK,11.11,950,11,22/12/2015
2527,25/06/2015,USD,PUT,BLCM,21.35,780,21,19/06/2016
2528,26/06/2015,USD,PUT,BLCM,21.389999,490,21,24/09/2015
2529,26/06/2015,USD,CALL,BLCM,21.389999,120,21,24/09/2015
2530,26/06/2015,USD,CALL,AMZN,438.100006,890,420,24/09/2015
2531,26/06/2015,USD,CALL,BA,142.479996,460,142,20/06/2016
2532,26/06/2015,USD,CALL,AAPL,126.75,700,124,24/09/2015
2533,26/06/2015,USD,CALL,BA,142.479996,350,137,23/12/2015
2534,26/06/2015,USD,CALL,CHK,11.16,150,11,23/12/2015
2535,26/06/2015,USD,PUT,CHK,11.16,790,10,23/12/2015
2536,29/06/2015,USD,CALL,FB,85.800003,330,82,26/12/2015
2537,29/06/2015,USD,PUT,AAPL,124.529999,240,121,27/09/2015
2538,29/06/2015,USD,CALL,FB,85.800003,870,84,23/06/2016
2539,29/06/2015,USD,PUT,FB,85.800003,900,86,23/06/2016
2540,29/06/2015,USD,CALL,BA,138.729996,370,137,23/06/2016
2541,29/06/2015,USD,PUT,XRX,28.405798,580,27,23/06/2016
2542,29/06/2015,USD,PUT,AMZN,429.859985,500,450,26/12/2015
2543,30/06/2015,USD,CALL,AAPL,125.43,640,123,27/12/2015
2544,30/06/2015,USD,PUT,AAPL,125.43,170,124,24/06/2016
2545,30/06/2015,USD,PUT,CHK,11.17,280,10,28/09/2015
2546,30/06/2015,USD,CALL,MSFT,44.150002,260,45,27/12/2015
2547,30/06/2015,USD,PUT,BLCM,21.27,590,20,28/09/2015
2548,30/06/2015,USD,PUT,AMZN,434.089996,800,418,28/09/2015
2549,30/06/2015,USD,PUT,MSFT,44.150002,390,46,24/06/2016
2550,30/06/2015,USD,PUT,BLCM,21.27,20,22,27/12/2015
2551,01/07/2015,USD,PUT,MSFT,44.450001,990,43,29/09/2015
2552,01/07/2015,USD,CALL,CHK,10.55,770,10,29/09/2015
2553,01/07/2015,USD,CALL,XRX,28.142292,910,27,29/09/2015
2554,01/07/2015,USD,PUT,XRX,28.142292,920,29,25/06/2016
2555,06/07/2015,USD,PUT,CHK,10.42,940,10,04/10/2015
2556,06/07/2015,USD,PUT,AMZN,436.040009,410,446,04/10/2015
2557,06/07/2015,USD,PUT,AMZN,436.040009,250,440,02/01/2016
2558,06/07/2015,USD,PUT,CHK,10.42,880,10,04/10/2015
2559,07/07/2015,USD,PUT,BLCM,19.59,320,20,05/10/2015
2560,07/07/2015,USD,CALL,MSFT,44.299999,520,42,01/07/2016
2561,07/07/2015,USD,CALL,BA,143.149994,590,137,01/07/2016
2562,07/07/2015,USD,PUT,BLCM,19.59,860,18,05/10/2015
2563,07/07/2015,USD,CALL,AAPL,125.690002,110,124,05/10/2015
2564,07/07/2015,USD,PUT,AAPL,125.690002,240,131,03/01/2016
2565,07/07/2015,USD,CALL,AMZN,436.720001,730,432,01/07/2016
2566,07/07/2015,USD,CALL,MSFT,44.299999,230,46,05/10/2015
2567,08/07/2015,USD,CALL,BA,141.919998,840,138,02/07/2016
2568,08/07/2015,USD,CALL,XRX,27.061924,670,27,02/07/2016
2569,08/07/2015,USD,CALL,AMZN,429.700012,830,425,06/10/2015
2570,08/07/2015,USD,PUT,AMZN,429.700012,330,418,04/01/2016
2571,09/07/2015,USD,CALL,MSFT,44.52,280,43,07/10/2015
2572,10/07/2015,USD,PUT,BA,144.479996,820,142,06/01/2016
2573,10/07/2015,USD,CALL,MSFT,44.610001,550,44,08/10/2015
2574,14/07/2015,USD,CALL,CHK,11.38,260,11,10/01/2016
2575,14/07/2015,USD,PUT,BA,147.75,750,145,10/01/2016
2576,14/07/2015,USD,CALL,CHK,11.38,680,11,12/10/2015
2577,14/07/2015,USD,PUT,AMZN,465.570007,860,471,12/10/2015
2578,14/07/2015,USD,PUT,XRX,27.747036,850,28,08/07/2016
2579,14/07/2015,USD,PUT,CHK,11.38,290,11,08/07/2016
2580,14/07/2015,USD,PUT,BA,147.75,210,140,10/01/2016
2581,14/07/2015,USD,PUT,BA,147.75,450,148,12/10/2015
2582,14/07/2015,USD,PUT,AMZN,465.570007,10,481,10/01/2016
2583,15/07/2015,USD,CALL,BA,146.889999,560,149,09/07/2016
2584,15/07/2015,USD,PUT,MSFT,45.759998,60,44,09/07/2016
2585,15/07/2015,USD,CALL,AMZN,461.190002,710,478,13/10/2015
2586,15/07/2015,USD,CALL,MSFT,45.759998,680,45,13/10/2015
2587,16/07/2015,USD,PUT,BLCM,19.110001,70,19,10/07/2016
2588,16/07/2015,USD,CALL,BA,148.490005,510,149,10/07/2016
2589,16/07/2015,USD,CALL,MSFT,46.66,710,47,10/07/2016
2590,16/07/2015,USD,PUT,BLCM,19.110001,920,18,12/01/2016
2591,16/07/2015,USD,PUT,XRX,27.95784,870,27,14/10/2015
2592,16/07/2015,USD,CALL,MSFT,46.66,760,48,10/07/2016
2593,16/07/2015,USD,CALL,CHK,11.58,360,11,10/07/2016
2594,16/07/2015,USD,CALL,BA,148.490005,340,154,14/10/2015
2595,17/07/2015,USD,CALL,CHK,10.94,150,10,15/10/2015
2596,17/07/2015,USD,CALL,BLCM,19.190001,950,18,11/07/2016
2597,17/07/2015,USD,CALL,BA,146.839996,730,151,11/07/2016
2598,21/07/2015,USD,CALL,AAPL,130.75,590,131,15/07/2016
2599,21/07/2015,USD,PUT,XRX,27.905138,500,26,17/01/2016
2600,22/07/2015,USD,PUT,CHK,9.05,710,9,16/07/2016
2601,22/07/2015,USD,CALL,BA,146.470001,290,150,18/01/2016
2602,22/07/2015,USD,PUT,BA,146.470001,220,150,20/10/2015
2603,22/07/2015,USD,CALL,BLCM,19.110001,180,19,16/07/2016
2604,22/07/2015,USD,PUT,BLCM,19.110001,840,19,20/10/2015
2605,22/07/2015,USD,CALL,BLCM,19.110001,300,20,18/01/2016
2606,22/07/2015,USD,PUT,AAPL,125.220001,600,124,18/01/2016
2607,23/07/2015,USD,CALL,FB,95.440002,980,91,17/07/2016
2608,23/07/2015,USD,CALL,AMZN,482.179993,270,496,21/10/2015
2609,23/07/2015,USD,PUT,MSFT,46.110001,660,47,17/07/2016
2610,23/07/2015,USD,PUT,FB,95.440002,720,91,17/07/2016
2611,24/07/2015,USD,CALL,BLCM,18.68,730,19,18/07/2016
2612,24/07/2015,USD,CALL,MSFT,45.939999,30,48,20/01/2016
2613,24/07/2015,USD,PUT,MSFT,45.939999,930,44,20/01/2016
2614,24/07/2015,USD,CALL,BLCM,18.68,560,18,18/07/2016
2615,24/07/2015,USD,CALL,XRX,28.827404,420,27,18/07/2016
2616,27/07/2015,USD,PUT,BLCM,18.98,250,19,25/10/2015
2617,27/07/2015,USD,CALL,XRX,27.98419,60,28,25/10/2015
2618,27/07/2015,USD,PUT,BLCM,18.98,300,19,21/07/2016
2619,27/07/2015,USD,CALL,AMZN,531.409973,170,539,25/10/2015
2620,29/07/2015,USD,CALL,AMZN,529.0,510,541,27/10/2015
2621,29/07/2015,USD,CALL,XRX,28.353096,930,28,25/01/2016
2622,29/07/2015,USD,CALL,FB,96.989998,330,100,23/07/2016
2623,30/07/2015,USD,CALL,CHK,8.97,710,9,24/07/2016
2624,30/07/2015,USD,PUT,FB,95.209999,190,96,24/07/2016
2625,30/07/2015,USD,PUT,BLCM,20.0,500,20,24/07/2016
2626,30/07/2015,USD,CALL,AMZN,536.76001,320,515,28/10/2015
2627,30/07/2015,USD,PUT,MSFT,46.880001,140,46,28/10/2015
2628,31/07/2015,USD,PUT,AMZN,536.150024,680,520,27/01/2016
2629,31/07/2015,USD,PUT,BA,144.169998,510,140,25/07/2016
2630,31/07/2015,USD,PUT,MSFT,46.700001,830,45,27/01/2016
2631,31/07/2015,USD,PUT,BA,144.169998,160,144,29/10/2015
2632,31/07/2015,USD,PUT,XRX,29.038208,750,29,25/07/2016
2633,31/07/2015,USD,CALL,BLCM,20.35,50,19,27/01/2016
2634,31/07/2015,USD,CALL,XRX,29.038208,310,29,29/10/2015
2635,03/08/2015,USD,CALL,AMZN,535.030029,120,520,30/01/2016
2636,03/08/2015,USD,CALL,XRX,28.827404,310,27,28/07/2016
