TradeDate,Currency,OptionType,Ticker,TradedStockPrice,NumOptions,Strike,ExpiryDate
23/03/2015,USD,PUT,AMZN,375.109985,550,363,19/09/2015
23/03/2015,USD,PUT,AMZN,375.109985,340,381,17/03/2016
24/03/2015,USD,PUT,MSFT,42.900002,30,44,20/09/2015
24/03/2015,USD,CALL,FB,85.309998,50,85,20/09/2015
24/03/2015,USD,CALL,CHK,14.26,810,14,20/09/2015
24/03/2015,USD,PUT,BLCM,24.030001,70,24,22/06/2015
24/03/2015,USD,CALL,CHK,14.26,850,13,22/06/2015
24/03/2015,USD,PUT,AMZN,374.089996,240,371,20/09/2015
24/03/2015,USD,PUT,BA,151.649994,580,152,20/09/2015
25/03/2015,USD,PUT,AMZN,370.959991,190,364,19/03/2016
25/03/2015,USD,CALL,AAPL,123.379997,80,124,23/06/2015
25/03/2015,USD,PUT,FB,82.919998,780,80,23/06/2015
25/03/2015,USD,PUT,BA,148.229996,850,146,23/06/2015
25/03/2015,USD,PUT,MSFT,41.459999,900,41,21/09/2015
25/03/2015,USD,PUT,FB,82.919998,220,84,19/03/2016
25/03/2015,USD,CALL,FB,82.919998,120,86,19/03/2016
25/03/2015,USD,PUT,BLCM,23.200001,500,24,21/09/2015
26/03/2015,USD,CALL,XRX,33.913044,590,32,24/06/2015
26/03/2015,USD,PUT,BLCM,22.190001,460,22,24/06/2015
26/03/2015,USD,PUT,CHK,14.22,320,13,20/03/2016
27/03/2015,USD,PUT,BA,148.850006,710,155,23/09/2015
27/03/2015,USD,PUT,AAPL,123.25,640,119,21/03/2016
30/03/2015,USD,CALL,FB,83.199997,720,82,26/09/2015
31/03/2015,USD,CALL,FB,82.220001,180,78,25/03/2016
31/03/2015,USD,CALL,BA,150.080002,850,157,29/06/2015
31/03/2015,USD,CALL,CHK,14.16,970,14,29/06/2015
31/03/2015,USD,CALL,AMZN,372.100006,940,389,27/09/2015
31/03/2015,USD,CALL,BA,150.080002,790,148,27/09/2015
31/03/2015,USD,PUT,FB,82.220001,560,78,29/06/2015
31/03/2015,USD,PUT,BA,150.080002,310,153,25/03/2016
31/03/2015,USD,CALL,CHK,14.16,70,14,27/09/2015
31/03/2015,USD,PUT,AAPL,124.43,10,128,29/06/2015
01/04/2015,USD,CALL,FB,81.669998,0,81,28/09/2015
01/04/2015,USD,PUT,AMZN,370.26001,420,370,26/03/2016
02/04/2015,USD,PUT,CHK,14.59,360,14,01/07/2015
02/04/2015,USD,CALL,AAPL,125.32,900,122,27/03/2016
02/04/2015,USD,CALL,FB,81.559998,50,82,01/07/2015
02/04/2015,USD,CALL,BA,149.279999,60,144,01/07/2015
02/04/2015,USD,CALL,FB,81.559998,150,84,27/03/2016
02/04/2015,USD,CALL,AMZN,372.25,740,365,27/03/2016
02/04/2015,USD,PUT,AMZN,372.25,510,376,29/09/2015
02/04/2015,USD,PUT,BA,149.279999,320,155,01/07/2015
02/04/2015,USD,CALL,BLCM,23.15,980,23,27/03/2016
06/04/2015,USD,PUT,MSFT,41.549999,720,43,03/10/2015
06/04/2015,USD,PUT,FB,82.440002,890,83,05/07/2015
06/04/2015,USD,CALL,AMZN,377.040009,840,385,03/10/2015
06/04/2015,USD,PUT,MSFT,41.549999,640,42,05/07/2015
06/04/2015,USD,PUT,AAPL,127.349998,250,129,05/07/2015
06/04/2015,USD,CALL,BA,150.929993,450,154,05/07/2015
06/04/2015,USD,PUT,CHK,15.15,320,14,31/03/2016
07/04/2015,USD,CALL,BLCM,23.549999,0,23,04/10/2015
07/04/2015,USD,CALL,MSFT,41.529999,20,40,04/10/2015
07/04/2015,USD,PUT,CHK,15.35,430,16,01/04/2016
07/04/2015,USD,PUT,AMZN,374.410004,390,369,01/04/2016
07/04/2015,USD,PUT,XRX,34.150196,560,32,04/10/2015
07/04/2015,USD,PUT,BLCM,23.549999,430,23,04/10/2015
08/04/2015,USD,CALL,BLCM,24.52,720,24,02/04/2016
08/04/2015,USD,PUT,XRX,34.519104,260,34,02/04/2016
08/04/2015,USD,PUT,MSFT,41.419998,900,40,02/04/2016
08/04/2015,USD,PUT,FB,82.279999,890,81,05/10/2015
08/04/2015,USD,CALL,XRX,34.519104,190,33,02/04/2016
08/04/2015,USD,PUT,BA,153.360001,680,157,07/07/2015
08/04/2015,USD,PUT,BA,153.360001,260,157,07/07/2015
08/04/2015,USD,PUT,BA,153.360001,690,149,02/04/2016
09/04/2015,USD,PUT,BLCM,24.200001,180,23,03/04/2016
09/04/2015,USD,PUT,AAPL,126.559998,910,124,08/07/2015
09/04/2015,USD,PUT,BA,153.419998,130,157,03/04/2016
09/04/2015,USD,PUT,BLCM,24.200001,650,25,03/04/2016
09/04/2015,USD,CALL,FB,82.169998,430,82,08/07/2015
09/04/2015,USD,PUT,CHK,15.23,590,15,08/07/2015
09/04/2015,USD,PUT,FB,82.169998,890,84,06/10/2015
09/04/2015,USD,CALL,CHK,15.23,170,14,08/07/2015
09/04/2015,USD,CALL,AMZN,383.540009,880,390,03/04/2016
10/04/2015,USD,CALL,BLCM,24.879999,480,25,07/10/2015
10/04/2015,USD,CALL,BA,154.380005,210,150,07/10/2015
10/04/2015,USD,PUT,BA,154.380005,260,160,04/04/2016
10/04/2015,USD,CALL,CHK,14.93,490,14,04/04/2016
13/04/2015,USD,CALL,AAPL,126.849998,660,121,12/07/2015
13/04/2015,USD,PUT,BLCM,26.209999,750,25,10/10/2015
13/04/2015,USD,CALL,FB,83.010002,340,83,12/07/2015
13/04/2015,USD,CALL,AAPL,126.849998,150,131,12/07/2015
14/04/2015,USD,CALL,BLCM,25.85,40,26,13/07/2015
14/04/2015,USD,PUT,BA,153.210007,420,149,13/07/2015
14/04/2015,USD,CALL,AAPL,126.300003,20,121,08/04/2016
14/04/2015,USD,CALL,CHK,15.25,150,15,08/04/2016
14/04/2015,USD,PUT,XRX,34.492752,670,33,08/04/2016
14/04/2015,USD,CALL,BLCM,25.85,770,25,13/07/2015
14/04/2015,USD,PUT,AAPL,126.300003,280,122,11/10/2015
15/04/2015,USD,PUT,AMZN,383.450012,600,365,09/04/2016
15/04/2015,USD,CALL,BA,152.429993,660,146,09/04/2016
15/04/2015,USD,CALL,AAPL,126.779999,80,123,14/07/2015
15/04/2015,USD,CALL,AAPL,126.779999,280,126,14/07/2015
15/04/2015,USD,CALL,AMZN,383.450012,120,375,09/04/2016
15/04/2015,USD,PUT,MSFT,42.259998,180,43,12/10/2015
15/04/2015,USD,CALL,CHK,16.02,530,15,14/07/2015
15/04/2015,USD,CALL,AAPL,126.779999,370,123,09/04/2016
15/04/2015,USD,PUT,AMZN,383.450012,10,392,09/04/2016
16/04/2015,USD,PUT,BA,151.970001,880,159,15/07/2015
16/04/2015,USD,PUT,AMZN,386.040009,780,402,15/07/2015
16/04/2015,USD,CALL,BA,151.970001,790,154,15/07/2015
16/04/2015,USD,CALL,XRX,34.044796,670,34,13/10/2015
16/04/2015,USD,CALL,MSFT,42.16,300,42,13/10/2015
16/04/2015,USD,CALL,MSFT,42.16,410,40,15/07/2015
16/04/2015,USD,CALL,AMZN,386.040009,760,400,13/10/2015
17/04/2015,USD,CALL,AAPL,124.75,420,126,14/10/2015
17/04/2015,USD,PUT,CHK,15.45,780,15,11/04/2016
17/04/2015,USD,CALL,CHK,15.45,80,16,14/10/2015
17/04/2015,USD,CALL,XRX,33.965744,210,33,14/10/2015
17/04/2015,USD,PUT,MSFT,41.619999,370,41,14/10/2015
17/04/2015,USD,PUT,AMZN,375.559998,110,371,11/04/2016
17/04/2015,USD,PUT,AMZN,375.559998,100,377,14/10/2015
20/04/2015,USD,CALL,XRX,34.281948,860,33,14/04/2016
20/04/2015,USD,CALL,BLCM,26.549999,160,25,19/07/2015
20/04/2015,USD,CALL,AAPL,127.599998,980,132,19/07/2015
20/04/2015,USD,PUT,BA,152.669998,40,157,19/07/2015
20/04/2015,USD,CALL,BA,152.669998,430,159,17/10/2015
20/04/2015,USD,PUT,CHK,15.3,870,15,17/10/2015
20/04/2015,USD,PUT,XRX,34.281948,20,34,14/04/2016
21/04/2015,USD,CALL,AAPL,126.910004,110,130,15/04/2016
22/04/2015,USD,CALL,CHK,14.41,270,14,16/04/2016
22/04/2015,USD,CALL,CHK,14.41,240,15,21/07/2015
22/04/2015,USD,CALL,BLCM,28.549999,800,27,19/10/2015
23/04/2015,USD,CALL,BA,149.869995,780,151,20/10/2015
23/04/2015,USD,CALL,MSFT,43.34,350,41,22/07/2015
23/04/2015,USD,PUT,BA,149.869995,590,156,22/07/2015
23/04/2015,USD,PUT,BLCM,28.34,530,29,22/07/2015
23/04/2015,USD,CALL,FB,82.410004,100,85,17/04/2016
24/04/2015,USD,PUT,MSFT,47.869999,820,46,23/07/2015
24/04/2015,USD,PUT,AAPL,130.279999,970,124,21/10/2015
27/04/2015,USD,PUT,XRX,30.619236,10,30,26/07/2015
27/04/2015,USD,CALL,AMZN,438.559998,200,451,24/10/2015
27/04/2015,USD,CALL,AMZN,438.559998,620,432,26/07/2015
27/04/2015,USD,CALL,MSFT,48.029999,720,47,26/07/2015
28/04/2015,USD,PUT,MSFT,49.16,470,49,25/10/2015
28/04/2015,USD,CALL,FB,80.68,680,79,25/10/2015
28/04/2015,USD,PUT,MSFT,49.16,90,51,22/04/2016
28/04/2015,USD,CALL,XRX,30.90909,440,30,27/07/2015
29/04/2015,USD,PUT,AAPL,128.639999,150,125,28/07/2015
29/04/2015,USD,CALL,BLCM,24.940001,380,25,28/07/2015
29/04/2015,USD,PUT,AMZN,429.369995,520,432,23/04/2016
29/04/2015,USD,PUT,BLCM,24.940001,340,24,28/07/2015
29/04/2015,USD,CALL,MSFT,49.060001,730,49,26/10/2015
29/04/2015,USD,CALL,BA,146.149994,0,151,28/07/2015
29/04/2015,USD,CALL,AAPL,128.639999,360,133,23/04/2016
29/04/2015,USD,CALL,FB,80.470001,300,84,26/10/2015
29/04/2015,USD,PUT,CHK,15.1,840,15,28/07/2015
30/04/2015,USD,CALL,BLCM,23.98,200,23,24/04/2016
30/04/2015,USD,CALL,CHK,15.77,720,15,29/07/2015
30/04/2015,USD,PUT,XRX,30.30303,150,30,27/10/2015
30/04/2015,USD,PUT,MSFT,48.639999,520,50,29/07/2015
01/05/2015,USD,PUT,BA,144.669998,480,144,30/07/2015
01/05/2015,USD,PUT,CHK,16.540001,90,16,30/07/2015
01/05/2015,USD,PUT,BLCM,23.08,470,22,25/04/2016
01/05/2015,USD,CALL,XRX,30.355732,510,31,30/07/2015
01/05/2015,USD,PUT,AMZN,422.869995,580,402,28/10/2015
01/05/2015,USD,PUT,FB,78.989998,210,81,30/07/2015
04/05/2015,USD,CALL,FB,78.809998,690,77,31/10/2015
04/05/2015,USD,CALL,BA,144.020004,640,140,31/10/2015
04/05/2015,USD,PUT,XRX,31.014492,560,30,28/04/2016
04/05/2015,USD,CALL,CHK,16.389999,90,16,31/10/2015
05/05/2015,USD,PUT,BA,142.910004,840,146,29/04/2016
05/05/2015,USD,PUT,BA,142.910004,500,147,01/11/2015
07/05/2015,USD,PUT,MSFT,46.700001,970,44,05/08/2015
07/05/2015,USD,PUT,AAPL,125.260002,570,127,05/08/2015
07/05/2015,USD,CALL,BLCM,23.469999,580,23,05/08/2015
07/05/2015,USD,PUT,FB,78.43,660,80,01/05/2016
08/05/2015,USD,CALL,XRX,29.960474,400,30,06/08/2015
08/05/2015,USD,CALL,BA,145.460007,940,148,02/05/2016
08/05/2015,USD,PUT,AAPL,127.620003,590,132,04/11/2015
08/05/2015,USD,PUT,AAPL,127.620003,540,122,06/08/2015
08/05/2015,USD,CALL,FB,78.510002,930,76,06/08/2015
08/05/2015,USD,CALL,AAPL,127.620003,100,132,04/11/2015
08/05/2015,USD,CALL,CHK,15.28,620,15,04/11/2015
08/05/2015,USD,PUT,BA,145.460007,940,146,06/08/2015
11/05/2015,USD,CALL,BLCM,24.959999,370,25,07/11/2015
11/05/2015,USD,CALL,CHK,15.18,470,15,07/11/2015
12/05/2015,USD,CALL,BLCM,24.459999,310,25,06/05/2016
12/05/2015,USD,CALL,AMZN,431.019989,620,442,10/08/2015
12/05/2015,USD,PUT,AAPL,125.870003,950,128,10/08/2015
12/05/2015,USD,CALL,XRX,29.407114,340,29,10/08/2015
12/05/2015,USD,PUT,BA,145.429993,580,151,08/11/2015
12/05/2015,USD,PUT,BLCM,24.459999,630,23,06/05/2016
12/05/2015,USD,PUT,CHK,15.45,150,15,06/05/2016
14/05/2015,USD,PUT,BA,147.960007,980,140,08/05/2016
14/05/2015,USD,PUT,AMZN,432.279999,160,414,08/05/2016
14/05/2015,USD,CALL,CHK,15.09,350,14,08/05/2016
14/05/2015,USD,CALL,CHK,15.09,560,14,10/11/2015
14/05/2015,USD,CALL,CHK,15.09,970,15,12/08/2015
15/05/2015,USD,PUT,AMZN,426,930,417,11/11/2015
15/05/2015,USD,CALL,AAPL,128.770004,10,131,09/05/2016
18/05/2015,USD,CALL,BA,146.710007,810,143,16/08/2015
18/05/2015,USD,PUT,BLCM,22.18,840,22,12/05/2016
18/05/2015,USD,CALL,BLCM,22.18,590,22,14/11/2015
18/05/2015,USD,CALL,BLCM,22.18,940,21,14/11/2015
18/05/2015,USD,CALL,AMZN,425.23999,390,431,12/05/2016
19/05/2015,USD,PUT,BLCM,23.379999,700,24,17/08/2015
19/05/2015,USD,PUT,FB,80.629997,740,77,15/11/2015
19/05/2015,USD,CALL,BLCM,23.379999,950,22,17/08/2015
19/05/2015,USD,CALL,BA,147.050003,850,145,17/08/2015
19/05/2015,USD,CALL,AMZN,421.709991,250,406,15/11/2015
19/05/2015,USD,CALL,BLCM,23.379999,780,24,13/05/2016
19/05/2015,USD,CALL,CHK,14.57,220,15,13/05/2016
19/05/2015,USD,CALL,FB,80.629997,170,82,17/08/2015
19/05/2015,USD,PUT,XRX,29.828722,20,31,13/05/2016
20/05/2015,USD,PUT,BA,146.419998,370,148,16/11/2015
20/05/2015,USD,PUT,AMZN,423.859985,370,443,16/11/2015
20/05/2015,USD,PUT,BLCM,23.440001,510,22,18/08/2015
20/05/2015,USD,PUT,MSFT,47.580002,240,47,16/11/2015
21/05/2015,USD,PUT,FB,80.480003,680,83,17/11/2015
21/05/2015,USD,PUT,FB,80.480003,960,76,15/05/2016
21/05/2015,USD,CALL,XRX,30.32938,20,30,15/05/2016
21/05/2015,USD,CALL,AMZN,431.630005,440,426,15/05/2016
21/05/2015,USD,CALL,AMZN,431.630005,220,424,15/05/2016
22/05/2015,USD,PUT,BA,144.809998,880,151,20/08/2015
22/05/2015,USD,CALL,AMZN,427.630005,240,428,16/05/2016
22/05/2015,USD,CALL,BA,144.809998,360,143,16/05/2016
22/05/2015,USD,CALL,MSFT,46.900002,920,48,20/08/2015
22/05/2015,USD,CALL,BLCM,24.41,800,24,18/11/2015
22/05/2015,USD,PUT,AMZN,427.630005,990,429,18/11/2015
22/05/2015,USD,PUT,BA,144.809998,230,147,20/08/2015
22/05/2015,USD,PUT,BA,144.809998,880,146,16/05/2016
26/05/2015,USD,CALL,AMZN,425.470001,650,433,22/11/2015
26/05/2015,USD,PUT,XRX,29.538866,470,29,20/05/2016
26/05/2015,USD,CALL,FB,79.330002,760,76,24/08/2015
26/05/2015,USD,CALL,MSFT,46.59,530,45,22/11/2015
26/05/2015,USD,PUT,XRX,29.538866,240,28,24/08/2015
26/05/2015,USD,CALL,MSFT,46.59,990,46,22/11/2015
26/05/2015,USD,PUT,BA,142.800003,580,139,20/05/2016
26/05/2015,USD,PUT,BA,142.800003,280,148,22/11/2015
26/05/2015,USD,PUT,BA,142.800003,30,136,24/08/2015
27/05/2015,USD,CALL,XRX,30.118578,150,30,21/05/2016
27/05/2015,USD,CALL,CHK,14.76,370,15,21/05/2016
27/05/2015,USD,CALL,BLCM,24.610001,700,24,21/05/2016
27/05/2015,USD,PUT,AMZN,431.420013,40,415,25/08/2015
27/05/2015,USD,PUT,BA,143,200,145,25/08/2015
27/05/2015,USD,PUT,FB,80.550003,820,77,23/11/2015
27/05/2015,USD,CALL,XRX,30.118578,140,30,21/05/2016
27/05/2015,USD,CALL,BA,143,620,139,23/11/2015
27/05/2015,USD,CALL,XRX,30.118578,260,30,21/05/2016
28/05/2015,USD,PUT,BA,142.330002,30,139,26/08/2015
28/05/2015,USD,PUT,BA,142.330002,550,138,22/05/2016
01/06/2015,USD,CALL,BLCM,24.41,120,24,30/08/2015
01/06/2015,USD,PUT,BA,141.25,830,140,26/05/2016
01/06/2015,USD,PUT,CHK,13.86,710,13,30/08/2015
01/06/2015,USD,CALL,AAPL,130.539993,280,126,30/08/2015
02/06/2015,USD,PUT,CHK,14.05,950,13,27/05/2016
02/06/2015,USD,CALL,XRX,30.25033,400,29,31/08/2015
02/06/2015,USD,PUT,AMZN,430.98999,470,447,29/11/2015
02/06/2015,USD,PUT,XRX,30.25033,190,31,29/11/2015
02/06/2015,USD,CALL,AAPL,129.960007,770,124,31/08/2015
02/06/2015,USD,PUT,BA,143.25,250,145,27/05/2016
02/06/2015,USD,CALL,BLCM,24.889999,280,25,31/08/2015
02/06/2015,USD,CALL,BLCM,24.889999,190,24,31/08/2015
02/06/2015,USD,PUT,XRX,30.25033,940,30,27/05/2016
03/06/2015,USD,PUT,MSFT,46.849998,310,44,28/05/2016
04/06/2015,USD,PUT,AMZN,430.779999,520,445,01/12/2015
04/06/2015,USD,PUT,BA,141.190002,150,142,29/05/2016
04/06/2015,USD,PUT,CHK,13.04,620,12,01/12/2015
04/06/2015,USD,PUT,AMZN,430.779999,300,411,29/05/2016
04/06/2015,USD,PUT,AAPL,129.360001,490,125,02/09/2015
04/06/2015,USD,CALL,BA,141.190002,730,143,01/12/2015
05/06/2015,USD,PUT,CHK,13.15,210,12,02/12/2015
05/06/2015,USD,PUT,AAPL,128.649994,540,130,02/12/2015
05/06/2015,USD,PUT,MSFT,46.139999,350,45,03/09/2015
08/06/2015,USD,PUT,BLCM,28.16,760,27,05/12/2015
08/06/2015,USD,CALL,FB,80.669998,600,79,02/06/2016
08/06/2015,USD,CALL,FB,80.669998,890,83,06/09/2015
08/06/2015,USD,PUT,BLCM,28.16,940,28,02/06/2016
08/06/2015,USD,CALL,MSFT,45.73,850,46,02/06/2016
08/06/2015,USD,CALL,FB,80.669998,370,83,02/06/2016
08/06/2015,USD,PUT,AMZN,423.5,830,440,06/09/2015
08/06/2015,USD,PUT,AMZN,423.5,830,412,02/06/2016
09/06/2015,USD,CALL,AAPL,127.419998,830,122,06/12/2015
09/06/2015,USD,CALL,FB,80.669998,670,77,03/06/2016
09/06/2015,USD,PUT,MSFT,45.650002,530,47,06/12/2015
10/06/2015,USD,PUT,CHK,13.06,890,13,04/06/2016
10/06/2015,USD,CALL,MSFT,46.610001,490,45,08/09/2015
10/06/2015,USD,PUT,BA,141.619995,0,147,08/09/2015
11/06/2015,USD,CALL,BA,142.960007,220,143,05/06/2016
11/06/2015,USD,PUT,MSFT,46.439999,700,46,08/12/2015
11/06/2015,USD,PUT,XRX,29.960474,590,30,09/09/2015
12/06/2015,USD,CALL,AMZN,429.920013,140,409,10/09/2015
12/06/2015,USD,CALL,FB,81.529999,580,83,10/09/2015
12/06/2015,USD,CALL,XRX,29.433466,170,29,09/12/2015
12/06/2015,USD,CALL,BA,142.800003,710,148,09/12/2015
12/06/2015,USD,PUT,XRX,29.433466,70,28,06/06/2016
12/06/2015,USD,CALL,AMZN,429.920013,30,444,06/06/2016
12/06/2015,USD,PUT,MSFT,45.970001,250,47,06/06/2016
15/06/2015,USD,PUT,BLCM,24.99,780,25,09/06/2016
15/06/2015,USD,PUT,BA,142.289993,930,142,13/09/2015
15/06/2015,USD,CALL,XRX,29.11726,490,28,13/09/2015
15/06/2015,USD,PUT,CHK,12.21,450,11,13/09/2015
15/06/2015,USD,CALL,FB,80.709999,340,81,12/12/2015
16/06/2015,USD,PUT,FB,81.059998,320,82,14/09/2015
16/06/2015,USD,CALL,MSFT,45.830002,760,44,14/09/2015
16/06/2015,USD,PUT,FB,81.059998,880,79,14/09/2015
16/06/2015,USD,PUT,BLCM,22.59,570,21,10/06/2016
17/06/2015,USD,CALL,MSFT,45.970001,380,43,11/06/2016
17/06/2015,USD,PUT,AMZN,427.809998,810,438,14/12/2015
17/06/2015,USD,PUT,BA,143.429993,290,147,14/12/2015
17/06/2015,USD,CALL,AAPL,127.300003,730,125,11/06/2016
17/06/2015,USD,CALL,FB,81.790001,280,78,11/06/2016
17/06/2015,USD,CALL,BLCM,22.629999,700,21,15/09/2015
17/06/2015,USD,CALL,FB,81.790001,240,81,14/12/2015
17/06/2015,USD,CALL,FB,81.790001,90,85,15/09/2015
18/06/2015,USD,CALL,AMZN,439.390015,470,435,15/12/2015
18/06/2015,USD,PUT,AMZN,439.390015,540,438,15/12/2015
18/06/2015,USD,CALL,CHK,11.88,140,11,16/09/2015
19/06/2015,USD,PUT,BA,145.130005,10,146,13/06/2016
19/06/2015,USD,CALL,AAPL,126.599998,380,127,17/09/2015
19/06/2015,USD,PUT,BLCM,22.91,210,22,17/09/2015
19/06/2015,USD,CALL,BLCM,22.91,270,23,16/12/2015
19/06/2015,USD,CALL,MSFT,46.099998,550,47,17/09/2015
19/06/2015,USD,PUT,FB,82.510002,390,85,16/12/2015
19/06/2015,USD,CALL,CHK,11.79,370,11,17/09/2015
19/06/2015,USD,CALL,XRX,29.222662,910,30,17/09/2015
19/06/2015,USD,CALL,FB,82.510002,150,84,16/12/2015
23/06/2015,USD,PUT,AMZN,445.98999,970,442,20/12/2015
23/06/2015,USD,CALL,CHK,11.78,880,11,20/12/2015
23/06/2015,USD,CALL,FB,87.879997,110,83,17/06/2016
23/06/2015,USD,CALL,AMZN,445.98999,280,427,21/09/2015
23/06/2015,USD,CALL,MSFT,45.91,150,44,21/09/2015
23/06/2015,USD,CALL,MSFT,45.91,910,45,20/12/2015
23/06/2015,USD,PUT,BA,144.429993,560,146,21/09/2015
23/06/2015,USD,CALL,BA,144.429993,420,149,21/09/2015
24/06/2015,USD,PUT,FB,88.860001,620,87,21/12/2015
24/06/2015,USD,CALL,AMZN,440.839996,850,447,22/09/2015
24/06/2015,USD,PUT,BLCM,22.41,910,21,21/12/2015
25/06/2015,USD,PUT,CHK,11.11,260,11,19/06/2016
25/06/2015,USD,PUT,AMZN,440.100006,400,431,22/12/2015
25/06/2015,USD,PUT,AAPL,127.5,600,123,23/09/2015
25/06/2015,USD,PUT,CHK,11.11,470,10,19/06/2016
25/06/2015,USD,PUT,XRX,29.011858,630,28,19/06/2016
25/06/2015,USD,CALL,MSFT,45.650002,700,45,19/06/2016
25/06/2015,USD,PUT,BA,142.449997,770,148,22/12/2015
25/06/2015,USD,PUT,CHK,11.11,950,11,22/12/2015
25/06/2015,USD,PUT,BLCM,21.35,780,21,19/06/2016
26/06/2015,USD,PUT,BLCM,21.389999,490,21,24/09/2015
26/06/2015,USD,CALL,BLCM,21.389999,120,21,24/09/2015
26/06/2015,USD,CALL,AMZN,438.100006,890,420,24/09/2015
26/06/2015,USD,CALL,BA,142.479996,460,142,20/06/2016
26/06/2015,USD,CALL,AAPL,126.75,700,124,24/09/2015
26/06/2015,USD,CALL,BA,142.479996,350,137,23/12/2015
26/06/2015,USD,CALL,CHK,11.16,150,11,23/12/2015
26/06/2015,USD,PUT,CHK,11.16,790,10,23/12/2015
29/06/2015,USD,CALL,FB,85.800003,330,82,26/12/2015
29/06/2015,USD,PUT,AAPL,124.529999,240,121,27/09/2015
29/06/2015,USD,CALL,FB,85.800003,870,84,23/06/2016
29/06/2015,USD,PUT,FB,85.800003,900,86,23/06/2016
29/06/2015,USD,CALL,BA,138.729996,370,137,23/06/2016
29/06/2015,USD,PUT,XRX,28.405798,580,27,23/06/2016
29/06/2015,USD,PUT,AMZN,429.859985,500,450,26/12/2015
30/06/2015,USD,CALL,AAPL,125.43,640,123,27/12/2015
30/06/2015,USD,PUT,AAPL,125.43,170,124,24/06/2016
30/06/2015,USD,PUT,CHK,11.17,280,10,28/09/2015
30/06/2015,USD,CALL,MSFT,44.150002,260,45,27/12/2015
30/06/2015,USD,PUT,BLCM,21.27,590,20,28/09/2015
30/06/2015,USD,PUT,AMZN,434.089996,800,418,28/09/2015
30/06/2015,USD,PUT,MSFT,44.150002,390,46,24/06/2016
30/06/2015,USD,PUT,BLCM,21.27,20,22,27/12/2015
01/07/2015,USD,PUT,MSFT,44.450001,990,43,29/09/2015
01/07/2015,USD,CALL,CHK,10.55,770,10,29/09/2015
01/07/2015,USD,CALL,XRX,28.142292,910,27,29/09/2015
01/07/2015,USD,PUT,XRX,28.142292,920,29,25/06/2016
06/07/2015,USD,PUT,CHK,10.42,940,10,04/10/2015
06/07/2015,USD,PUT,AMZN,436.040009,410,446,04/10/2015
06/07/2015,USD,PUT,AMZN,436.040009,250,440,02/01/2016
06/07/2015,USD,PUT,CHK,10.42,880,10,04/10/2015
07/07/2015,USD,PUT,BLCM,19.59,320,20,05/10/2015
07/07/2015,USD,CALL,MSFT,44.299999,520,42,01/07/2016
07/07/2015,USD,CALL,BA,143.149994,590,137,01/07/2016
07/07/2015,USD,PUT,BLCM,19.59,860,18,05/10/2015
07/07/2015,USD,CALL,AAPL,125.690002,110,124,05/10/2015
07/07/2015,USD,PUT,AAPL,125.690002,240,131,03/01/2016
07/07/2015,USD,CALL,AMZN,436.720001,730,432,01/07/2016
07/07/2015,USD,CALL,MSFT,44.299999,230,46,05/10/2015
08/07/2015,USD,CALL,BA,141.919998,840,138,02/07/2016
08/07/2015,USD,CALL,XRX,27.061924,670,27,02/07/2016
08/07/2015,USD,CALL,AMZN,429.700012,830,425,06/10/2015
08/07/2015,USD,PUT,AMZN,429.700012,330,418,04/01/2016
09/07/2015,USD,CALL,MSFT,44.52,280,43,07/10/2015
10/07/2015,USD,PUT,BA,144.479996,820,142,06/01/2016
10/07/2015,USD,CALL,MSFT,44.610001,550,44,08/10/2015
14/07/2015,USD,CALL,CHK,11.38,260,11,10/01/2016
14/07/2015,USD,PUT,BA,147.75,750,145,10/01/2016
14/07/2015,USD,CALL,CHK,11.38,680,11,12/10/2015
14/07/2015,USD,PUT,AMZN,465.570007,860,471,12/10/2015
14/07/2015,USD,PUT,XRX,27.747036,850,28,08/07/2016
14/07/2015,USD,PUT,CHK,11.38,290,11,08/07/2016
14/07/2015,USD,PUT,BA,147.75,210,140,10/01/2016
14/07/2015,USD,PUT,BA,147.75,450,148,12/10/2015
14/07/2015,USD,PUT,AMZN,465.570007,10,481,10/01/2016
15/07/2015,USD,CALL,BA,146.889999,560,149,09/07/2016
15/07/2015,USD,PUT,MSFT,45.759998,60,44,09/07/2016
15/07/2015,USD,CALL,AMZN,461.190002,710,478,13/10/2015
15/07/2015,USD,CALL,MSFT,45.759998,680,45,13/10/2015
16/07/2015,USD,PUT,BLCM,19.110001,70,19,10/07/2016
16/07/2015,USD,CALL,BA,148.490005,510,149,10/07/2016
16/07/2015,USD,CALL,MSFT,46.66,710,47,10/07/2016
16/07/2015,USD,PUT,BLCM,19.110001,920,18,12/01/2016
16/07/2015,USD,PUT,XRX,27.95784,870,27,14/10/2015
16/07/2015,USD,CALL,MSFT,46.66,760,48,10/07/2016
16/07/2015,USD,CALL,CHK,11.58,360,11,10/07/2016
16/07/2015,USD,CALL,BA,148.490005,340,154,14/10/2015
17/07/2015,USD,CALL,CHK,10.94,150,10,15/10/2015
17/07/2015,USD,CALL,BLCM,19.190001,950,18,11/07/2016
17/07/2015,USD,CALL,BA,146.839996,730,151,11/07/2016
21/07/2015,USD,CALL,AAPL,130.75,590,131,15/07/2016
21/07/2015,USD,PUT,XRX,27.905138,500,26,17/01/2016
22/07/2015,USD,PUT,CHK,9.05,710,9,16/07/2016
22/07/2015,USD,CALL,BA,146.470001,290,150,18/01/2016
